INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,streetlights_within_10_m
192034588,3114,,INVESTIGATE PROPERTY,E18,483,1,2019-05-09 23:07:00,2019,5,Thursday,23,,MASSASOIT ST,42.2627698,-71.10100934,"(42.2627698, -71.10100934)",0
192034905,3114,,INVESTIGATE PROPERTY,B2,306,1,2019-05-11 00:29:00,2019,5,Saturday,0,,TOWNSEND ST,42.31917099,-71.09192418,"(42.31917099, -71.09192418)",1
192034929,413,,ASSAULT - AGGRAVATED - BATTERY,C11,460,1,2019-05-11 03:32:00,2019,5,Saturday,3,,MORSE ST,42.30422017,-71.07840377,"(42.30422017, -71.07840377)",1
192035146,3114,,INVESTIGATE PROPERTY,B2,180,1,2019-05-11 23:26:00,2019,5,Saturday,23,,DUDLEY ST,42.32488211,-71.07475866,"(42.32488211, -71.07475866)",2
192035187,3114,,INVESTIGATE PROPERTY,C11, ,1,2019-05-12 03:29:00,2019,5,Sunday,3,,W TREMLETT ST,42.29397394,-71.07470904,"(42.29397394, -71.07470904)",1
192035388,3114,,INVESTIGATE PROPERTY,B2,295,1,2019-05-13 02:27:00,2019,5,Monday,2,,CIRCUIT ST,42.32348041,-71.08601682,"(42.32348041, -71.08601682)",0
192035679,3114,,INVESTIGATE PROPERTY,B2,180,1,2019-05-14 03:55:00,2019,5,Tuesday,3,,KEMBLE ST,42.32783481,-71.07154487,"(42.32783481, -71.07154487)",0
192035944,3114,,INVESTIGATE PROPERTY,B3,431,1,2019-05-15 01:40:00,2019,5,Wednesday,1,,ARBUTUS ST,42.28741764,-71.08787235,"(42.28741764, -71.08787235)",1
192036276,413,,ASSAULT - AGGRAVATED - BATTERY,B2,316,1,2019-05-15 21:52:00,2019,5,Wednesday,21,,ABBOTSFORD ST,42.31462962,-71.09261524,"(42.31462962, -71.09261524)",1
192036282,301,,ROBBERY - STREET,B3,463,1,2019-05-15 22:23:00,2019,5,Wednesday,22,,LORNE ST,42.29412756,-71.09157755,"(42.29412756, -71.09157755)",1
192036899,1501,,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",E13,906,1,2019-05-17 23:05:00,2019,5,Friday,23,,HEATH ST,42.32624192,-71.10317578,"(42.32624192, -71.10317578)",2
192036923,2662,,BALLISTICS EVIDENCE/FOUND,B2,316,1,2019-05-18 01:23:00,2019,5,Saturday,1,,RUTHVEN ST,42.3141047,-71.09291979,"(42.3141047, -71.09291979)",1
192036951,3109,,SERVICE TO OTHER PD INSIDE OF MA.,B2,171,1,2019-05-18 04:25:00,2019,5,Saturday,4,,HARBORWALK,,,,0
192036944,3114,,INVESTIGATE PROPERTY,C11,334,1,2019-05-18 05:05:00,2019,5,Saturday,5,,BELLEVUE ST,42.31079262,-71.06769193,"(42.31079262, -71.06769193)",0
192037141,3114,,INVESTIGATE PROPERTY,E18,539,1,2019-05-18 21:15:00,2019,5,Saturday,21,,HILLIS RD,42.24895741,-71.13312238,"(42.24895741, -71.13312238)",0
192037155,3114,,INVESTIGATE PROPERTY,B2,584,1,2019-05-18 21:31:00,2019,5,Saturday,21,,LAWN ST,42.32701636,-71.10555091,"(42.32701636, -71.10555091)",1
192037160,3114,,INVESTIGATE PROPERTY,E13,906,1,2019-05-18 21:32:00,2019,5,Saturday,21,,HEATH ST,42.32624192,-71.10317578,"(42.32624192, -71.10317578)",2
192037215,413,,ASSAULT - AGGRAVATED - BATTERY,A15,60,1,2019-05-19 01:00:00,2019,5,Sunday,1,,MAIN ST,42.37380045,-71.06290356,"(42.37380045, -71.06290356)",2
192037429,3114,,INVESTIGATE PROPERTY,B3,330,1,2019-05-19 22:39:00,2019,5,Sunday,22,,NORMANDY ST,42.30418975,-71.08377114,"(42.30418975, -71.08377114)",1
192037729,2662,,BALLISTICS EVIDENCE/FOUND,C11,397,1,2019-05-20 23:02:00,2019,5,Monday,23,,CENTRE ST,42.29126452,-71.06811405,"(42.29126452, -71.06811405)",1
192037745,2662,,BALLISTICS EVIDENCE/FOUND,B2,584,1,2019-05-21 01:24:00,2019,5,Tuesday,1,,LAWN ST,42.3264356,-71.10411067,"(42.3264356, -71.10411067)",1
192037998,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B3,448,1,2019-05-21 20:42:00,2019,5,Tuesday,20,,MILLET ST,42.29368737,-71.07692426,"(42.29368737, -71.07692426)",0
192038009,3125,,WARRANT ARREST,A7,27,1,2019-05-21 21:15:00,2019,5,Tuesday,21,,HAVRE ST,42.37312337,-71.03801587,"(42.37312337, -71.03801587)",1
192038038,3114,,INVESTIGATE PROPERTY,D4,629,1,2019-05-22 00:33:00,2019,5,Wednesday,0,,PARK DR,42.34598851,-71.10477654,"(42.34598851, -71.10477654)",0
192038052,3114,,INVESTIGATE PROPERTY,B2,258,1,2019-05-22 03:52:00,2019,5,Wednesday,3,,COLUMBIA RD,42.31635497,-71.06593857,"(42.31635497, -71.06593857)",0
192038718,423,,ASSAULT - AGGRAVATED,E18,520,1,2019-05-23 22:42:00,2019,5,Thursday,22,,RIVER ST,42.25592637,-71.12317211,"(42.25592637, -71.12317211)",2
192038725,2662,,BALLISTICS EVIDENCE/FOUND,C11,357,1,2019-05-23 23:22:00,2019,5,Thursday,23,,BOWDOIN ST,42.29946959,-71.07330499,"(42.29946959, -71.07330499)",1
192038755,3114,,INVESTIGATE PROPERTY,C11,451,1,2019-05-24 05:46:00,2019,5,Friday,5,,WASHINGTON ST,42.29481415,-71.07200875,"(42.29481415, -71.07200875)",2
192039296,3115,,INVESTIGATE PERSON,B3, ,1,2019-05-26 02:22:00,2019,5,Sunday,2,,BERNARD ST,42.29601386,-71.08085487,"(42.29601386, -71.08085487)",2
192039517,3114,,INVESTIGATE PROPERTY,B3,441,1,2019-05-26 22:39:00,2019,5,Sunday,22,,TALBOT AVE,42.29389637,-71.08451581,"(42.29389637, -71.08451581)",2
192039516,3114,,INVESTIGATE PROPERTY,C11,360,1,2019-05-26 22:41:00,2019,5,Sunday,22,,BOURNESIDE ST,42.29766405,-71.06280137,"(42.29766405, -71.06280137)",2
192039528,1402,,VANDALISM,E18,493,1,2019-05-26 23:28:00,2019,5,Sunday,23,,WOOD AVE,42.26366698,-71.10918034,"(42.26366698, -71.10918034)",0
192039531,413,,ASSAULT - AGGRAVATED - BATTERY,B2,293,1,2019-05-26 23:42:00,2019,5,Sunday,23,,JUNIPER ST,42.32516905,-71.08886547,"(42.32516905, -71.08886547)",1
192039535,413,,ASSAULT - AGGRAVATED - BATTERY,B3,416,1,2019-05-27 00:04:00,2019,5,Monday,0,,FULLER ST,42.28154377,-71.07350546,"(42.28154377, -71.07350546)",0
192039557,2900,,VAL - VIOLATION OF AUTO LAW - OTHER,C11,407,1,2019-05-27 01:20:00,2019,5,Monday,1,,WASHINGTON ST,42.2734203,-71.07000034,"(42.2734203, -71.07000034)",2
192039550,1402,,VANDALISM,B3,450,1,2019-05-27 01:21:00,2019,5,Monday,1,,WHITFIELD ST,42.29169068,-71.07447262,"(42.29169068, -71.07447262)",1
192039554,1501,,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,904,1,2019-05-27 02:03:00,2019,5,Monday,2,,DEGAUTIER WAY,42.33024693,-71.08077808,"(42.33024693, -71.08077808)",1
192039555,3114,,INVESTIGATE PROPERTY,A1,121,1,2019-05-27 02:08:00,2019,5,Monday,2,,TREMONT ST,42.34942853,-71.06536645,"(42.34942853, -71.06536645)",2
192039567,2662,,BALLISTICS EVIDENCE/FOUND,C11,332,1,2019-05-27 03:16:00,2019,5,Monday,3,,TRULL ST,42.31167559,-71.06721111,"(42.31167559, -71.06721111)",1
192039576,2662,,BALLISTICS EVIDENCE/FOUND,B3,441,1,2019-05-27 06:58:00,2019,5,Monday,6,,TALBOT AVE,42.29453943,-71.08669894,"(42.29453943, -71.08669894)",0
192039818,3114,,INVESTIGATE PROPERTY,B3,466,1,2019-05-28 01:23:00,2019,5,Tuesday,1,,OUTLOOK RD,42.28245503,-71.09448772,"(42.28245503, -71.09448772)",0
192039823,3114,,INVESTIGATE PROPERTY,C11,332,1,2019-05-28 02:11:00,2019,5,Tuesday,2,,QUINCY ST,42.31055855,-71.06826015,"(42.31055855, -71.06826015)",1
192040718,3114,,INVESTIGATE PROPERTY,C11,402,1,2019-05-31 03:05:00,2019,5,Friday,3,,CLERMONT ST,42.28378474,-71.06720629,"(42.28378474, -71.06720629)",0
192041003,2662,,BALLISTICS EVIDENCE/FOUND,B3,415,1,2019-05-31 22:42:00,2019,5,Friday,22,,CODMAN HILL AVE,42.27921849,-71.07386437,"(42.27921849, -71.07386437)",0
192041045,3114,,INVESTIGATE PROPERTY,C11,416,1,2019-06-01 02:23:00,2019,6,Saturday,2,,FAIRMOUNT ST,42.27997875,-71.07684222,"(42.27997875, -71.07684222)",0
192041039,1402,,VANDALISM,B2,237,1,2019-06-01 02:27:00,2019,6,Saturday,2,,E COTTAGE ST,42.32103481,-71.0634893,"(42.32103481, -71.0634893)",0
192041249,1402,,VANDALISM,B3,441,1,2019-06-01 20:47:00,2019,6,Saturday,20,,KINGSDALE ST,42.29478695,-71.08206878,"(42.29478695, -71.08206878)",0
192041299,1402,,VANDALISM,D4,157,1,2019-06-02 00:39:00,2019,6,Sunday,0,,W NEWTON ST,42.34063696,-71.07572284,"(42.34063696, -71.07572284)",2
192041304,413,,ASSAULT - AGGRAVATED - BATTERY,B3,430,1,2019-06-02 00:42:00,2019,6,Sunday,0,,LUCERNE ST,42.28415829,-71.08942983,"(42.28415829, -71.08942983)",1
192041303,1501,,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B2,325,1,2019-06-02 01:30:00,2019,6,Sunday,1,,BALFOUR ST,42.3146605,-71.07623076,"(42.3146605, -71.07623076)",0
192041333,3114,,INVESTIGATE PROPERTY,B2,263,1,2019-06-02 06:59:00,2019,6,Sunday,6,,DUDLEY ST,42.32488211,-71.07475866,"(42.32488211, -71.07475866)",2
192041503,3115,,INVESTIGATE PERSON,E18,493,1,2019-06-02 21:01:00,2019,6,Sunday,21,,FRAZER ST,,,,0
192041529,3114,,INVESTIGATE PROPERTY,B3,463,1,2019-06-03 00:36:00,2019,6,Monday,0,,BLUE HILL AVE,42.29590374,-71.08773297,"(42.29590374, -71.08773297)",0
192041531,3114,,INVESTIGATE PROPERTY,B3,432,1,2019-06-03 00:53:00,2019,6,Monday,0,,JONES AVE,42.28622632,-71.08378258,"(42.28622632, -71.08378258)",0
192041832,3114,,INVESTIGATE PROPERTY,E13,906,1,2019-06-03 20:16:00,2019,6,Monday,20,,HEATH ST,42.32624192,-71.10317578,"(42.32624192, -71.10317578)",2
192042162,3114,,INVESTIGATE PROPERTY,B3,436,1,2019-06-04 20:09:00,2019,6,Tuesday,20,,OAKWOOD ST,42.28816212,-71.07362761,"(42.28816212, -71.07362761)",1
192042148,1501,,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,459,1,2019-06-04 20:19:00,2019,6,Tuesday,20,,FENELON ST,42.30349816,-71.07937541,"(42.30349816, -71.07937541)",0
192042498,3114,,INVESTIGATE PROPERTY,C11,345,1,2019-06-05 22:16:00,2019,6,Wednesday,22,,LONGFELLOW ST,42.30269786,-71.06601484,"(42.30269786, -71.06601484)",0
192042538,3114,,INVESTIGATE PROPERTY,C11,352,1,2019-06-06 02:16:00,2019,6,Thursday,2,,ADAMS ST,42.30171641,-71.05991405,"(42.30171641, -71.05991405)",1
192042814,3114,,INVESTIGATE PROPERTY,C11,451,1,2019-06-06 22:36:30,2019,6,Thursday,22,,WASHINGTON ST,42.29417335,-71.07193801,"(42.29417335, -71.07193801)",0
192042856,3115,,INVESTIGATE PERSON,D4,155,1,2019-06-07 01:52:00,2019,6,Friday,1,,CONCORD PL,42.34050287,-71.07890433,"(42.34050287, -71.07890433)",0
192043155,3114,,INVESTIGATE PROPERTY,C11,362,1,2019-06-07 22:50:00,2019,6,Friday,22,,LYNDHURST ST,42.29290551,-71.06955799,"(42.29290551, -71.06955799)",0
192043163,3114,,INVESTIGATE PROPERTY,B3,435,1,2019-06-07 23:40:00,2019,6,Friday,23,,PEACEVALE RD,42.28716663,-71.07633483,"(42.28716663, -71.07633483)",0
192043220,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,184,1,2019-06-08 05:58:00,2019,6,Saturday,5,,NORFOLK AVE,42.32269843,-71.06699945,"(42.32269843, -71.06699945)",1
192043450,2662,,BALLISTICS EVIDENCE/FOUND,B2,268,1,2019-06-08 22:35:00,2019,6,Saturday,22,,HAMPDEN ST,42.32868833,-71.07505047,"(42.32868833, -71.07505047)",1
192043499,3114,,INVESTIGATE PROPERTY,C11,397,1,2019-06-09 02:45:00,2019,6,Sunday,2,,BRENT ST,42.2902646,-71.06599006,"(42.2902646, -71.06599006)",1
192043501,1402,,VANDALISM,B2,182,1,2019-06-09 03:08:00,2019,6,Sunday,3,,BURRELL ST,42.32314829,-71.0700442,"(42.32314829, -71.0700442)",0
192043502,413,,ASSAULT - AGGRAVATED - BATTERY,B2,180,1,2019-06-09 03:18:00,2019,6,Sunday,3,,MAGAZINE ST,42.32681732,-71.07111041,"(42.32681732, -71.07111041)",1
192043728,3114,,INVESTIGATE PROPERTY,C11,344,1,2019-06-10 00:50:00,2019,6,Monday,0,,WESTVILLE TER,42.30097998,-71.06869931,"(42.30097998, -71.06869931)",0
192044694,2662,,BALLISTICS EVIDENCE/FOUND,B2,297,1,2019-06-12 22:12:00,2019,6,Wednesday,22,,ROCKLAND ST,42.32195798,-71.08351217,"(42.32195798, -71.08351217)",1
192044998,3114,,INVESTIGATE PROPERTY,C11,332,1,2019-06-14 03:04:00,2019,6,Friday,3,,GLENDALE ST,42.31275549,-71.06794481,"(42.31275549, -71.06794481)",1
192045244,2662,,BALLISTICS EVIDENCE/FOUND,D4,168,1,2019-06-14 21:29:00,2019,6,Friday,21,,WASHINGTON ST,42.33926868,-71.07308363,"(42.33926868, -71.07308363)",0
192045259,3114,,INVESTIGATE PROPERTY,C6,216,1,2019-06-14 22:45:00,2019,6,Friday,22,,D ST,42.33826935,-71.05146183,"(42.33826935, -71.05146183)",1
192045302,3114,,INVESTIGATE PROPERTY,B2,306,1,2019-06-15 01:13:00,2019,6,Saturday,1,,WALNUT AVE,42.31681115,-71.09283158,"(42.31681115, -71.09283158)",1
192045284,2662,,BALLISTICS EVIDENCE/FOUND,B2,182,1,2019-06-15 02:18:00,2019,6,Saturday,2,,SHIRLEY ST,42.32429962,-71.07034888,"(42.32429962, -71.07034888)",1
192045297,3114,,INVESTIGATE PROPERTY,B2,276,1,2019-06-15 03:20:00,2019,6,Saturday,3,,RUGGLES ST,42.33125902,-71.08301195,"(42.33125902, -71.08301195)",0
192045530,1402,,VANDALISM,B3,429,1,2019-06-15 22:39:00,2019,6,Saturday,22,,DUMAS ST,42.28460919,-71.08504381,"(42.28460919, -71.08504381)",1
192045548,3114,,INVESTIGATE PROPERTY,C11,336,1,2019-06-16 00:25:00,2019,6,Sunday,0,,BOWDOIN ST,42.30536534,-71.06812636,"(42.30536534, -71.06812636)",0
192045556,2662,,BALLISTICS EVIDENCE/FOUND,B2,306,1,2019-06-16 00:59:00,2019,6,Sunday,0,,WASHINGTON ST,42.31943955,-71.09467471,"(42.31943955, -71.09467471)",2
192045778,3114,,INVESTIGATE PROPERTY,C11,337,1,2019-06-16 23:13:00,2019,6,Sunday,23,,EVERTON ST,42.30481456,-71.07218299,"(42.30481456, -71.07218299)",0
192046078,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",E13,578,1,2019-06-17 21:52:00,2019,6,Monday,21,,BOLSTER ST,42.3219989,-71.10560683,"(42.3219989, -71.10560683)",0
192046106,3114,,INVESTIGATE PROPERTY,B2, ,1,2019-06-18 02:12:00,2019,6,Tuesday,2,,BROOK AVE,,,,0
192046699,413,,ASSAULT - AGGRAVATED - BATTERY,C6,177,1,2019-06-20 00:22:00,2019,6,Thursday,0,,MASSACHUSETTS AVE,42.33152137,-71.0708531,"(42.33152137, -71.0708531)",0
192046945,3114,,INVESTIGATE PROPERTY,E13,578,1,2019-06-20 23:11:00,2019,6,Thursday,23,,CRANSTON ST,42.32117405,-71.10949065,"(42.32117405, -71.10949065)",0
192047316,3114,,INVESTIGATE PROPERTY,C11,357,1,2019-06-22 06:39:00,2019,6,Saturday,6,,WASHINGTON ST,42.29745328,-71.07253429,"(42.29745328, -71.07253429)",2
192047536,413,,ASSAULT - AGGRAVATED - BATTERY,C6, ,1,2019-06-22 22:56:00,2019,6,Saturday,22,,COLUMBIA RD,42.32558612,-71.05221666,"(42.32558612, -71.05221666)",0
192047575,3114,,INVESTIGATE PROPERTY,C11,347,1,2019-06-23 03:16:00,2019,6,Sunday,3,,EAST ST,42.30757193,-71.06208831,"(42.30757193, -71.06208831)",0
192047586,3115,,INVESTIGATE PERSON,E18,539,1,2019-06-23 04:20:00,2019,6,Sunday,4,,RESERVATION RD,42.25279961,-71.13143348,"(42.25279961, -71.13143348)",0
192047772,413,,ASSAULT - AGGRAVATED - BATTERY,B2,319,1,2019-06-23 21:26:00,2019,6,Sunday,21,,MAPLE ST,42.30815549,-71.08626352,"(42.30815549, -71.08626352)",0
192047777,413,,ASSAULT - AGGRAVATED - BATTERY,C11,337,1,2019-06-23 21:51:00,2019,6,Sunday,21,,COLUMBIA RD,42.30645137,-71.07730386,"(42.30645137, -71.07730386)",1
192047800,413,,ASSAULT - AGGRAVATED - BATTERY,B2,326,1,2019-06-23 22:43:00,2019,6,Sunday,22,,FAYSTON ST,42.31224316,-71.07549904,"(42.31224316, -71.07549904)",1
192048129,3114,,INVESTIGATE PROPERTY,B3,458,1,2019-06-24 21:53:00,2019,6,Monday,21,,MICHIGAN AVE,42.30250594,-71.08329404,"(42.30250594, -71.08329404)",1
192048395,413,,ASSAULT - AGGRAVATED - BATTERY,B3,429,1,2019-06-25 20:33:00,2019,6,Tuesday,20,,THEODORE ST,42.28406974,-71.08824924,"(42.28406974, -71.08824924)",0
192048421,3114,,INVESTIGATE PROPERTY,B2,329,1,2019-06-25 22:32:00,2019,6,Tuesday,22,,BLUE HILL AVE,42.30938426,-71.08262281,"(42.30938426, -71.08262281)",0
192048462,1402,,VANDALISM,E18,542,1,2019-06-26 00:48:00,2019,6,Wednesday,0,,BUSINESS ST,42.25197449,-71.12873604,"(42.25197449, -71.12873604)",0
192048734,3114,,INVESTIGATE PROPERTY,B3, ,1,2019-06-26 21:00:00,2019,6,Wednesday,21,,ALGONQUIN ST,,,,0
192048754,3114,,INVESTIGATE PROPERTY,E18,542,1,2019-06-26 22:10:00,2019,6,Wednesday,22,,OAK PL,42.25347258,-71.12795225,"(42.25347258, -71.12795225)",0
192048775,2662,,BALLISTICS EVIDENCE/FOUND,B3,446,1,2019-06-26 22:55:00,2019,6,Wednesday,22,,ATHELWOLD ST,42.29618192,-71.07641972,"(42.29618192, -71.07641972)",1
192048778,1402,,VANDALISM,B2,268,1,2019-06-26 23:16:00,2019,6,Wednesday,23,,KEEGAN ST,42.3290918,-71.07533506,"(42.3290918, -71.07533506)",1
192048797,423,,ASSAULT - AGGRAVATED,E5,563,1,2019-06-27 01:00:00,2019,6,Thursday,1,,MOSGROVE AVE,42.2921006,-71.12298632,"(42.2921006, -71.12298632)",0
192049523,1402,,VANDALISM,B3,465,1,2019-06-28 23:15:00,2019,6,Friday,23,,BAIRD ST,42.28574975,-71.09215337,"(42.28574975, -71.09215337)",1
192049434,3114,,INVESTIGATE PROPERTY,C11,358,1,2019-06-29 00:06:00,2019,6,Saturday,0,,TONAWANDA ST,42.29850839,-71.0678696,"(42.29850839, -71.0678696)",0
192049454,413,,ASSAULT - AGGRAVATED - BATTERY,B2,295,1,2019-06-29 01:50:00,2019,6,Saturday,1,,DABNEY ST,42.32451677,-71.08377033,"(42.32451677, -71.08377033)",1
192049465,413,,ASSAULT - AGGRAVATED - BATTERY,B2,329,1,2019-06-29 02:32:00,2019,6,Saturday,2,,DEVON ST,42.30927779,-71.07868795,"(42.30927779, -71.07868795)",1
192049496,3115,,INVESTIGATE PERSON,E5,563,1,2019-06-29 03:37:00,2019,6,Saturday,3,,STELLMAN RD,42.28919891,-71.12309198,"(42.28919891, -71.12309198)",0
192049732,3114,,INVESTIGATE PROPERTY,B3,410,1,2019-06-29 21:16:00,2019,6,Saturday,21,,CEDAR ST,42.27237684,-71.07524228,"(42.27237684, -71.07524228)",0
192049743,3114,,INVESTIGATE PROPERTY,C11,407,1,2019-06-29 21:49:00,2019,6,Saturday,21,,WASHINGTON ST,42.2734203,-71.07000034,"(42.2734203, -71.07000034)",2
192049778,413,,ASSAULT - AGGRAVATED - BATTERY,B3,417,1,2019-06-30 00:26:00,2019,6,Sunday,0,,ROCKWELL ST,42.28339058,-71.07388632,"(42.28339058, -71.07388632)",0
192049994,3114,,INVESTIGATE PROPERTY,E13,578,1,2019-06-30 21:27:00,2019,6,Sunday,21,,BOLSTER ST,42.3219989,-71.10560683,"(42.3219989, -71.10560683)",0
192050026,2662,,BALLISTICS EVIDENCE/FOUND,C11,359,1,2019-07-01 02:14:00,2019,7,Monday,2,,ALPHA RD,42.29581535,-71.06884738,"(42.29581535, -71.06884738)",1
192050327,3114,,INVESTIGATE PROPERTY,C11,362,1,2019-07-01 22:11:00,2019,7,Monday,22,,MOULTRIE ST,42.29128483,-71.07033894,"(42.29128483, -71.07033894)",1
192050354,2662,,BALLISTICS EVIDENCE/FOUND,C11,345,1,2019-07-02 00:43:00,2019,7,Tuesday,0,,DRAPER ST,42.30287053,-71.06399253,"(42.30287053, -71.06399253)",1
192051009,413,,ASSAULT - AGGRAVATED - BATTERY,E5,941,1,2019-07-03 23:51:00,2019,7,Wednesday,23,,ARCHDALE RD,42.29258386,-71.12107612,"(42.29258386, -71.12107612)",1
192051017,3114,,INVESTIGATE PROPERTY,B2, ,1,2019-07-04 02:32:00,2019,7,Thursday,2,,DUDLEY ST,42.32488211,-71.07475866,"(42.32488211, -71.07475866)",2
192051467,1402,,VANDALISM,B2,330,1,2019-07-04 20:00:00,2019,7,Thursday,20,,BLUE HILL AVE,42.30782128,-71.08354079,"(42.30782128, -71.08354079)",1
192051252,413,,ASSAULT - AGGRAVATED - BATTERY,B2,260,1,2019-07-04 22:58:00,2019,7,Thursday,22,,FOLSOM ST,42.31920041,-71.07103605,"(42.31920041, -71.07103605)",1
192051248,413,,ASSAULT - AGGRAVATED - BATTERY,E18,493,1,2019-07-04 23:08:00,2019,7,Thursday,23,,HUNTINGTON AVE,42.26341455,-71.1148311,"(42.26341455, -71.1148311)",0
192051271,413,,ASSAULT - AGGRAVATED - BATTERY,D4,167,1,2019-07-05 00:35:00,2019,7,Friday,0,,MONSIGNOR REYNOLDS WAY,42.34020658,-71.06909633,"(42.34020658, -71.06909633)",1
192051274,301,,ROBBERY - STREET,C11, ,1,2019-07-05 01:19:00,2019,7,Friday,1,,BOWDOIN ST,42.29946959,-71.07330499,"(42.29946959, -71.07330499)",1
192051282,413,,ASSAULT - AGGRAVATED - BATTERY,B2,279,1,2019-07-05 02:06:00,2019,7,Friday,2,,DUDLEY ST,42.32488211,-71.07475866,"(42.32488211, -71.07475866)",2
192051297,3114,,INVESTIGATE PROPERTY,B3,435,1,2019-07-05 02:45:00,2019,7,Friday,2,,ARMANDINE ST,42.28431475,-71.07410842,"(42.28431475, -71.07410842)",1
192051307,1849,,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2,566,1,2019-07-05 03:10:00,2019,7,Friday,3,,JEWISH WAR VETERANS DR,42.29765052,-71.09178009,"(42.29765052, -71.09178009)",0
192051306,413,,ASSAULT - AGGRAVATED - BATTERY,C11,340,1,2019-07-05 03:17:00,2019,7,Friday,3,,DRAPER ST,42.30540704,-71.06547139,"(42.30540704, -71.06547139)",1
192051318,2662,,BALLISTICS EVIDENCE/FOUND,B2,297,1,2019-07-05 04:41:00,2019,7,Friday,4,,KENSINGTON PARK,42.32224243,-71.0827736,"(42.32224243, -71.0827736)",0
192051326,1402,,VANDALISM,B2, ,1,2019-07-05 06:47:27,2019,7,Friday,6,,BLUE HILL AVE,42.32470179,-71.07542687,"(42.32470179, -71.07542687)",2
192051573,413,,ASSAULT - AGGRAVATED - BATTERY,B2,319,1,2019-07-05 23:14:00,2019,7,Friday,23,,MAPLE ST,42.30815549,-71.08626352,"(42.30815549, -71.08626352)",0
192051617,3114,,INVESTIGATE PROPERTY,B3,441,1,2019-07-06 05:14:00,2019,7,Saturday,5,,TALBOT AVE,42.29389637,-71.08451581,"(42.29389637, -71.08451581)",2
192051843,413,,ASSAULT - AGGRAVATED - BATTERY,B3,944,1,2019-07-07 01:56:00,2019,7,Sunday,1,,STRATTON ST,42.28933085,-71.08351746,"(42.28933085, -71.08351746)",1
192051849,413,,ASSAULT - AGGRAVATED - BATTERY,B3,427,1,2019-07-07 02:31:00,2019,7,Sunday,2,,WILMORE ST,42.27796359,-71.09246322,"(42.27796359, -71.09246322)",0
192052064,3115,,INVESTIGATE PERSON,C6,914,1,2019-07-07 21:05:00,2019,7,Sunday,21,,HENRY STERLING SQ,42.32648536,-71.05487821,"(42.32648536, -71.05487821)",0
192052100,3114,,INVESTIGATE PROPERTY,C11,352,1,2019-07-07 23:11:00,2019,7,Sunday,23,,DRAPER ST,42.30168611,-71.06328905,"(42.30168611, -71.06328905)",1
192052467,3114,,INVESTIGATE PROPERTY,B2,305,1,2019-07-08 23:43:00,2019,7,Monday,23,,WALNUT AVE,42.31966024,-71.08946899,"(42.31966024, -71.08946899)",1
192052452,413,,ASSAULT - AGGRAVATED - BATTERY,B3,427,1,2019-07-09 00:59:00,2019,7,Tuesday,0,,NORFOLK ST,42.27897743,-71.08954275,"(42.27897743, -71.08954275)",0
192052772,2662,,BALLISTICS EVIDENCE/FOUND,D14,938,1,2019-07-09 21:59:00,2019,7,Tuesday,21,,JETTE CT,42.34682738,-71.1431909,"(42.34682738, -71.1431909)",0
192053725,3114,,INVESTIGATE PROPERTY,B3,447,1,2019-07-12 22:51:00,2019,7,Friday,22,,MILLET ST,42.29528518,-71.07740525,"(42.29528518, -71.07740525)",1
192054008,423,,ASSAULT - AGGRAVATED,E18, ,1,2019-07-14 00:08:00,2019,7,Sunday,0,,FRAZER ST,,,,0
192054049,3114,,INVESTIGATE PROPERTY,C11,360,1,2019-07-14 04:15:00,2019,7,Sunday,4,,BOURNESIDE ST,42.29766405,-71.06280137,"(42.29766405, -71.06280137)",2
192054258,2662,,BALLISTICS EVIDENCE/FOUND,B2,324,1,2019-07-14 21:53:00,2019,7,Sunday,21,,DACIA ST,42.31804128,-71.07617939,"(42.31804128, -71.07617939)",0
192054283,111,,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",B2,239,1,2019-07-14 23:37:00,2019,7,Sunday,23,,COLUMBIA RD,42.31959287,-71.06260703,"(42.31959287, -71.06260703)",0
192054604,3114,,INVESTIGATE PROPERTY,B3,455,1,2019-07-15 23:07:00,2019,7,Monday,23,,RADCLIFFE ST,42.30020183,-71.07835356,"(42.30020183, -71.07835356)",1
192054607,3114,,INVESTIGATE PROPERTY,B3,463,1,2019-07-15 23:55:00,2019,7,Monday,23,,BLUE HILL AVE,42.29330365,-71.08858994,"(42.29330365, -71.08858994)",1
192054606,3114,,INVESTIGATE PROPERTY,B3,418,1,2019-07-16 00:01:00,2019,7,Tuesday,0,,FULLER ST,42.2807274,-71.07713634,"(42.2807274, -71.07713634)",0
